ENTITY	COUNT	WINDOWSIZE1	WINDOWSIZE2	WINDOWSIZE3	WINDOWSIZE4	WINDOWSIZE5
inference patterns	7	N/A	N/A	PROBLEM PM:1	N/A	PROBLEM PM:1
collaborative competitive filtering	7	N/A	N/A	N/A	N/A	N/A
metropolis hastings random walk	7	N/A	N/A	METHOD MD:1	N/A	N/A
parallel greedy search	7	METHOD MD:4	METHOD MD:2	METHOD MD:1	METHOD MD:1	N/A
auto regressive model	7	N/A	N/A	METHOD MD:1	N/A	N/A
cross source topic	7	METHOD MD:3	METHOD MD:1	N/A	METHOD MD:1	N/A
predictive association rule	7	N/A	N/A	N/A	N/A	N/A
concept attributes	7	N/A	N/A	N/A	N/A	N/A
post schema validation infoset	7	N/A	N/A	PROBLEM PM:1	N/A	DATASET DT:1
change coordinator	7	N/A	N/A	METHOD MD:1 PM:1	N/A	METHOD MD:1
disaster management lifecycle	7	METHOD MD:2	N/A	N/A	N/A	N/A
cost benefit analysis	7	N/A	N/A	N/A	N/A	N/A
relation extractor	7	N/A	N/A	N/A	N/A	N/A
wilcoxon mann whitney	7	N/A	N/A	N/A	METRIC MC:1	N/A
click yield	7	N/A	N/A	N/A	N/A	N/A
combinational collaborative filtering	7	N/A	METHOD MD:1	METHOD MD:1	N/A	N/A
approximate frequent itemset	7	N/A	METHOD MD:1	DATASET DT:1	N/A	N/A
iterative improvement	7	METHOD MD:2	N/A	METHOD MD:1	METHOD MD:1	N/A
republican national convention	7	N/A	N/A	N/A	N/A	N/A
remote procedure calls	7	N/A	N/A	N/A	N/A	N/A
vapnik chervonenkis	7	N/A	N/A	N/A	DATASET DT:1	N/A
time to success	7	N/A	METRIC MC:1	N/A	N/A	N/A
multinomial na¨ıve bayes	7	N/A	N/A	N/A	METRIC MC:1	METHOD MD:1
normalised google distance	7	N/A	N/A	METRIC MC:1	N/A	N/A
institutional review boards	7	N/A	N/A	N/A	N/A	N/A
approximate relative error	7	N/A	N/A	N/A	N/A	N/A
separate matrix factorization	7	METHOD MD:2	N/A	METHOD MD:2	DATASET DT:1	N/A
time interval based blocking	7	METHOD MD:4 PM:1	N/A	N/A	N/A	N/A
probability distribution functions	7	N/A	N/A	METRIC MC:1	N/A	N/A
total relatedness	7	N/A	N/A	N/A	N/A	N/A
exponential power distribution	7	N/A	N/A	METHOD MD:4 PM:1	PROBLEM PM:1 DT:1	METRIC MC:1
helpfulness score	7	N/A	METRIC MC:1	N/A	METRIC MC:1	N/A
vickrey clarke groves	7	N/A	N/A	PROBLEM PM:1	N/A	N/A
beat the mean	7	N/A	N/A	N/A	METHOD MD:2	N/A
over the air	7	N/A	N/A	N/A	PROBLEM PM:1	N/A
line of business	7	N/A	N/A	N/A	N/A	N/A
simple query interface	7	N/A	N/A	PROBLEM PM:1	N/A	N/A
average reciprocal hit rank	7	N/A	N/A	N/A	METRIC MC:1	N/A
implicit relatedness	7	N/A	N/A	N/A	N/A	N/A
weighted relative accuracy	7	N/A	N/A	METRIC MC:1	N/A	N/A
menagerie file system	7	N/A	PROBLEM PM:1	PROBLEM PM:1	PROBLEM PM:1	N/A
least common subsumer	7	N/A	N/A	N/A	N/A	N/A
community of practice	7	N/A	N/A	N/A	N/A	N/A
algorithmic models	7	N/A	N/A	N/A	N/A	N/A
shipping addresses	7	N/A	N/A	N/A	N/A	N/A
sinkhorn knopp	7	N/A	N/A	METHOD MD:1	METHOD MD:4	N/A
latent group model	7	METHOD MD:1	N/A	N/A	N/A	N/A
dynamic linear models	7	N/A	METHOD MD:1	N/A	METHOD MD:1	N/A
quantitative correlated patterns	7	N/A	N/A	N/A	N/A	METHOD MD:1
resource description framework schema	7	N/A	N/A	N/A	N/A	METHOD MD:1
information points	7	N/A	N/A	N/A	N/A	N/A
antenna assignment	7	METHOD MD:1	N/A	PROBLEM PM:1	PROBLEM PM:1	N/A
very high resolution	7	N/A	N/A	N/A	N/A	N/A
independent frequent subsequence mining	7	N/A	METHOD MD:2	N/A	N/A	N/A
prediction factor	7	N/A	N/A	METHOD MD:1	N/A	N/A
cost per acquisition	7	N/A	METRIC MC:1	N/A	METHOD MD:1	METHOD MD:1
clearance under threshold	7	N/A	PROBLEM PM:2	N/A	N/A	N/A
key value stores	7	N/A	N/A	N/A	N/A	METHOD MD:2
artificial immune system	7	METHOD MD:3	DATASET DT:2	N/A	DATASET DT:3	METHOD MD:1
dynamic hierarchical classification	7	N/A	METHOD MD:1	N/A	METHOD MD:2	N/A
semantically interlinked online communities	7	N/A	PROBLEM PM:1	N/A	N/A	N/A
common component analysis	7	PROBLEM PM:2	METHOD MD:1	N/A	PROBLEM PM:1	N/A
alternating linearization method	7	N/A	N/A	N/A	N/A	METRIC MC:1
augmented fragment	7	N/A	N/A	N/A	N/A	N/A
extract transform load	7	METHOD MD:1 PM:1	PROBLEM PM:1	N/A	PROBLEM MD:2 PM:3 DT:2	N/A
coordinated conjunctions	7	N/A	N/A	N/A	N/A	N/A
segmented topic model	7	N/A	N/A	METHOD MD:1	N/A	METRIC MC:2
maximum entropy semi markov model	7	N/A	N/A	N/A	N/A	PROBLEM PM:1
long dwell time	7	N/A	N/A	N/A	N/A	N/A
classification metric	7	N/A	N/A	N/A	PROBLEM PM:2	N/A
linked matrix factorization	7	METHOD MD:1	N/A	N/A	N/A	N/A
transactions on sensor networks	7	N/A	N/A	N/A	DATASET DT:2	N/A
bag of patterns	7	N/A	N/A	N/A	N/A	N/A
edutella common data model	7	N/A	N/A	METHOD MD:2	DATASET DT:2	N/A
agent based model	7	N/A	N/A	N/A	METHOD MD:1	N/A
web page scoring systems	7	N/A	METHOD MD:4	N/A	N/A	METHOD MD:1
collaborating filtering	7	METHOD MD:2 PM:1	N/A	METHOD MD:2	N/A	N/A
designing interactive systems	7	N/A	N/A	PROBLEM PM:1	N/A	N/A
orthogonal centroid method	7	N/A	N/A	N/A	N/A	N/A
mesenchymal stem cells	7	N/A	N/A	N/A	N/A	DATASET DT:1
thread block size	7	N/A	N/A	N/A	N/A	PROBLEM PM:1
cloud prediction cost	7	N/A	METRIC MC:1	N/A	N/A	N/A
domain match	7	N/A	N/A	N/A	DATASET DT:1	N/A
poisson matrix factorization	7	N/A	N/A	N/A	N/A	METHOD MD:1
regularized least square	7	N/A	N/A	N/A	N/A	N/A
relative labeling importance	7	N/A	N/A	N/A	N/A	METHOD MD:1
normal control	7	N/A	N/A	N/A	PROBLEM PM:1	N/A
multicare health system	7	DATASET DT:1	DATASET DT:1	METHOD MD:1 DT:1	N/A	METHOD MD:1 PM:1
safe satisficing strategy	7	N/A	N/A	N/A	N/A	METHOD MD:1
oak ridge national laboratory	7	N/A	N/A	N/A	N/A	N/A
topology of influence	7	METHOD MD:1	N/A	N/A	N/A	METHOD MD:1
internet relay chat	7	N/A	N/A	N/A	N/A	N/A
advanced transaction models	7	N/A	N/A	DATASET DT:1	N/A	N/A
local collaborative ranking	7	N/A	METHOD MD:1	N/A	METHOD MD:1	N/A
central nervous system	7	N/A	DATASET DT:1	N/A	DATASET DT:1	N/A
edge direction histogram	7	N/A	N/A	N/A	N/A	N/A
davies bouldin	7	N/A	N/A	METHOD MD:1 MC:1	N/A	N/A
google file system	7	N/A	DATASET DT:1	N/A	N/A	N/A
business module	7	N/A	N/A	DATASET DT:1	N/A	METHOD MD:1 DT:1
instrumental variables	7	METHOD MD:1	METHOD MD:1	N/A	N/A	N/A
independent learning model	7	N/A	N/A	METHOD MD:2	N/A	N/A
online sparse topical coding	7	METHOD MD:1	METHOD MD:1	N/A	DATASET DT:1	N/A
maximum volume hashing	7	N/A	N/A	DATASET DT:1	N/A	N/A
semantic pattern annotation	7	PROBLEM PM:1	PROBLEM PM:3	N/A	N/A	N/A
hierarchical ensemble clustering	7	METHOD MD:2	METHOD MD:1	METHOD MD:1 MC:1	METHOD MD:2	N/A
master data management	7	PROBLEM PM:2	N/A	N/A	N/A	N/A
multi feature aggregation	7	N/A	N/A	N/A	METRIC MC:1	N/A
balanced parentheses	7	N/A	N/A	DATASET DT:1	N/A	N/A
sequential probability ratio test	7	N/A	N/A	N/A	PROBLEM PM:1	N/A
component based development	7	METHOD MD:1 PM:1	N/A	N/A	PROBLEM PM:1	PROBLEM PM:1
unstructured object retrieval	7	METHOD MD:6	N/A	N/A	N/A	METHOD MD:1
topical factor graph	7	METHOD MD:2	N/A	PROBLEM PM:1	METHOD MD:3	DATASET DT:1
principal modularity maximization	7	N/A	METHOD MD:2	N/A	N/A	N/A
discriminative probabilistic model	7	N/A	N/A	N/A	N/A	METHOD MD:2
certification authority	7	N/A	N/A	N/A	N/A	N/A
generalized expectation maximization	7	METHOD MD:2	N/A	N/A	METHOD MD:6 PM:2	N/A
border gateway protocol	7	N/A	N/A	DATASET DT:1	N/A	DATASET DT:1
vehicle routing problem	6	N/A	N/A	N/A	N/A	N/A
environment generated media	6	N/A	N/A	N/A	N/A	N/A
semantic language	6	N/A	N/A	N/A	N/A	N/A
electronic institutions	6	N/A	PROBLEM PM:1	N/A	N/A	N/A
collapsed gibbs	6	N/A	N/A	N/A	N/A	METRIC MC:1
linearly weighted	6	METHOD MD:1	N/A	N/A	PROBLEM PM:1	PROBLEM PM:1
selective bayesian classifier	6	N/A	METHOD MD:1	N/A	N/A	N/A
aortic regurgitation	6	N/A	N/A	N/A	N/A	N/A
probability of death	6	N/A	N/A	N/A	N/A	N/A
dynamic choice novelty	6	N/A	N/A	N/A	METHOD MD:1	N/A
semi structured named entities	6	N/A	N/A	PROBLEM PM:2	N/A	N/A
traditional chinese medicine	6	N/A	N/A	N/A	N/A	N/A
spatial local outlier measure	6	N/A	METRIC MC:3	N/A	N/A	N/A
freie universität	6	N/A	N/A	N/A	N/A	N/A
agglomerative record algorithm	6	N/A	METHOD MD:1	N/A	METHOD MD:1	METHOD MD:1
unsupervised relation extraction	6	N/A	N/A	N/A	METHOD MD:1	N/A
static query freezing	6	METHOD MD:1 PM:1	METHOD MD:1	N/A	N/A	N/A
discriminative disaggregation sparse coding	6	N/A	N/A	N/A	N/A	N/A
herfindahl hirschman index	6	N/A	N/A	METHOD MD:1 MC:1	N/A	N/A
template text detector	6	N/A	N/A	N/A	N/A	N/A
cost sensitive online active learning	6	METHOD MD:1	METHOD MD:5 PM:1	N/A	N/A	N/A
information matching model	6	N/A	N/A	N/A	N/A	N/A
relative absolute error	6	N/A	METHOD MD:1	N/A	N/A	N/A
average relative price difference	6	N/A	N/A	N/A	N/A	N/A
stochastic gradient boosted trees	6	N/A	N/A	N/A	N/A	N/A
deterministic finite automata	6	N/A	N/A	N/A	PROBLEM PM:1	METHOD MD:1 PM:1
stochastic coordinate descent	6	METHOD MD:2	N/A	N/A	N/A	N/A
multiple correspondence analysis	6	N/A	N/A	N/A	N/A	N/A
probabilistic suffix tree	6	N/A	N/A	N/A	N/A	N/A
wikipedia category system	6	N/A	N/A	N/A	N/A	N/A
communicating sequential processes	6	N/A	PROBLEM PM:1	N/A	N/A	N/A
semantic differential	6	METHOD MD:1	N/A	N/A	METHOD MD:2 PM:1	METHOD MD:1
open archive initiative	6	N/A	N/A	N/A	N/A	N/A
multi view attributed graph	6	N/A	N/A	N/A	PROBLEM PM:1 MC:1	N/A
typed separable mixture model	6	METHOD MD:1	N/A	METHOD MD:2	N/A	N/A
scaled conjugate gradient	6	METHOD MD:3	N/A	N/A	METHOD MD:2 PM:1	METHOD MD:1
optimal action extraction	6	PROBLEM PM:1	PROBLEM PM:1	N/A	PROBLEM PM:2	N/A
community outlier detection algorithm	6	N/A	N/A	N/A	METHOD MD:1	METHOD MD:1
lightly constrained	6	N/A	METHOD MD:1	METHOD MD:1	METHOD MD:1	N/A
discriminative term approach	6	N/A	METHOD MD:1	N/A	N/A	N/A
multi task copula	6	N/A	N/A	N/A	N/A	METHOD MD:1
general research fund	6	N/A	N/A	N/A	N/A	N/A
positive predictive value	6	N/A	N/A	N/A	N/A	N/A
local scores	6	N/A	N/A	METRIC MC:1	N/A	N/A
malware distributors	6	N/A	N/A	METHOD MD:1 PM:1	METHOD MD:1	N/A
international patent classification	6	N/A	N/A	PROBLEM PM:1	METHOD MD:1 PM:1	N/A
coupled pattern learner	6	N/A	METHOD MD:1	METHOD MD:1	METHOD MD:2	N/A
pairwise error rate	6	N/A	METRIC MC:1	METRIC MC:1	N/A	METRIC MC:1
server set distance	6	METRIC MC:1	METRIC MC:3	N/A	N/A	N/A
expanded seed set	6	N/A	N/A	METRIC MC:1	PROBLEM PM:1	N/A
hire rate	6	N/A	N/A	N/A	METRIC MC:1	N/A
discrepancy minimization	6	METHOD MD:3	N/A	METHOD MD:1	METHOD MD:1	N/A
sovereign keys	6	N/A	N/A	N/A	N/A	N/A
value similarity	6	N/A	N/A	METRIC MC:1	N/A	N/A
relative upper confidence bound	6	N/A	N/A	N/A	N/A	N/A
break even points	6	N/A	N/A	METRIC MC:1	METHOD MD:1	N/A
price metric	6	N/A	N/A	METRIC MC:1	N/A	METRIC MC:2
optimal experimental design	6	N/A	N/A	N/A	N/A	N/A
web service choreography interface	6	N/A	N/A	N/A	N/A	N/A
neural information processing system	6	N/A	N/A	METHOD MD:1 PM:1	N/A	N/A
import vector machine	6	N/A	N/A	N/A	N/A	N/A
constraint satisfaction problem	6	N/A	N/A	N/A	N/A	N/A
diverse power iteration embeddings	6	N/A	N/A	N/A	PROBLEM PM:1	N/A
new security paradigms workshop	6	N/A	N/A	N/A	N/A	N/A
single process event driven	6	METHOD MD:2	N/A	METHOD MD:1	METHOD MD:3 PM:1	METHOD MD:1 PM:1
minimum redundancy maximum relevance	6	N/A	METHOD MD:1	N/A	METHOD MD:1	METHOD MD:1
regression error characteristic	6	N/A	N/A	N/A	N/A	N/A
http strict transport security	6	N/A	N/A	N/A	N/A	N/A
factor conditioning symmetry	6	N/A	N/A	METHOD MD:1	N/A	N/A
immune neural network	6	METHOD MD:1	N/A	N/A	METHOD MD:1	METHOD MD:2
subgradient finding algorithm	6	N/A	N/A	METHOD MD:1	PROBLEM PM:2	N/A
mining data semantics	6	N/A	N/A	N/A	N/A	N/A
international telecommunication union	6	N/A	N/A	N/A	N/A	N/A
confirmed active	6	N/A	N/A	N/A	N/A	N/A
travel support	6	N/A	N/A	N/A	N/A	PROBLEM PM:1
environmental protection agency	6	N/A	DATASET DT:1	N/A	N/A	N/A
japan meteorological agency	6	N/A	DATASET DT:1	N/A	N/A	N/A
deterministic greedy	6	METHOD MD:1	METHOD MD:1	N/A	N/A	N/A
exponential moving average	6	N/A	N/A	N/A	N/A	N/A
negative multiple tensor factorization	6	N/A	N/A	METHOD MD:1 PM:1	N/A	N/A
instance ranking	6	N/A	N/A	N/A	N/A	N/A
laplacian pyramid	6	N/A	N/A	N/A	N/A	N/A
informational graph	6	N/A	N/A	N/A	N/A	N/A
averaged stochastic gradient descent	6	N/A	N/A	N/A	METHOD MD:1	N/A
explicit patterns	6	N/A	N/A	N/A	METHOD MD:1	N/A
concept graph learning	6	METHOD MD:1	PROBLEM MD:1 PM:2	METHOD MD:1 DT:1	N/A	N/A
singular spectrum analysis	6	N/A	METHOD MD:1	METHOD MD:1	N/A	N/A
user generated mobile location data	6	N/A	N/A	PROBLEM PM:1	N/A	N/A
linked multiway parameter analysis	6	N/A	METHOD MD:2	METHOD MD:1	METHOD MD:1	N/A
redundancy fit criterion	6	N/A	N/A	METRIC MC:1	N/A	N/A
rule interchange format	6	N/A	N/A	N/A	N/A	N/A
web service modeling framework	6	N/A	N/A	N/A	N/A	N/A
modern greek	6	N/A	N/A	N/A	N/A	METHOD MD:1
message authentication codes	6	N/A	N/A	N/A	N/A	N/A
vulnerable population	6	N/A	N/A	N/A	N/A	N/A
height assignment	6	N/A	PROBLEM PM:1	PROBLEM PM:1	PROBLEM PM:1	N/A
asymmetric locality sensitive hashing	6	N/A	METHOD MD:1	N/A	N/A	N/A
parametric embedding	6	N/A	N/A	N/A	N/A	N/A
computational fluid dynamics	6	METHOD MD:1	N/A	N/A	N/A	N/A
weighted decomposition kernel	6	N/A	N/A	METRIC MC:1	N/A	N/A
edge stress factor	6	N/A	N/A	N/A	N/A	METHOD MD:1
customer data integration	6	N/A	PROBLEM PM:1	N/A	N/A	N/A
volume after compression	6	N/A	N/A	N/A	N/A	N/A
direct path finding	6	N/A	N/A	N/A	N/A	N/A
mutually reinforcing learning	6	METHOD MD:3	N/A	N/A	METHOD MD:2	N/A
intrusion detection expert system	6	N/A	N/A	N/A	N/A	N/A
line of sight	6	N/A	N/A	N/A	N/A	N/A
dewey decimal classification	6	N/A	N/A	N/A	N/A	N/A
accelerated proximal method	6	N/A	N/A	N/A	N/A	N/A
weighted profile building	6	N/A	N/A	N/A	PROBLEM PM:1	N/A
social networking software	6	N/A	N/A	N/A	N/A	N/A
entity name system	6	N/A	N/A	N/A	N/A	METHOD MD:1
airline reservation	6	PROBLEM PM:2	N/A	N/A	N/A	N/A
hierarchical hidden markov model	6	N/A	N/A	N/A	N/A	N/A
neighborhood subgraph pairwise distance kernel	6	N/A	N/A	N/A	N/A	METHOD MD:1
modified fixed point continuation	6	METHOD MD:2	N/A	N/A	METHOD MD:4	N/A
daily active users	6	N/A	N/A	N/A	N/A	METHOD MD:1
remote file inclusion	6	N/A	N/A	N/A	N/A	N/A
research ethics submission system	6	N/A	N/A	METHOD MD:1	N/A	METHOD MD:1
naval research laboratory	6	N/A	N/A	N/A	DATASET DT:1	PROBLEM PM:1
blocking key value	6	N/A	N/A	N/A	N/A	N/A
probabilistic frequent itemset	6	N/A	N/A	N/A	N/A	N/A
low prediction accuracy	6	PROBLEM PM:1	PROBLEM PM:1	N/A	PROBLEM PM:2 DT:1	N/A
constraint satisfaction problems	6	N/A	N/A	N/A	N/A	N/A
functional decision trees	6	N/A	N/A	N/A	N/A	N/A
single layer networks	6	N/A	N/A	N/A	N/A	N/A
trajectory databases	6	N/A	N/A	N/A	N/A	N/A
transactions on computational logic	6	N/A	N/A	METHOD MD:1	N/A	N/A
gaussian markov network	6	N/A	N/A	N/A	N/A	N/A
visiting time distributions	6	N/A	N/A	N/A	DATASET DT:1	N/A
power of attack	6	METRIC MC:2	N/A	METRIC MC:2	N/A	N/A
normal inverse wishart	6	N/A	N/A	N/A	N/A	N/A
cross language evaluation forum	6	N/A	N/A	N/A	N/A	N/A
and adamic/adar	6	METRIC MC:2	N/A	METRIC MC:1	N/A	N/A
financial management	6	PROBLEM PM:2	N/A	N/A	N/A	N/A
search engine results pages	6	N/A	N/A	N/A	N/A	N/A
incremental hierarchical clustering	6	METHOD MD:1	N/A	N/A	METHOD MD:1 PM:1	N/A
sensor update	6	N/A	N/A	N/A	N/A	N/A
red team	6	N/A	N/A	N/A	N/A	N/A
epidemic membership service	6	N/A	N/A	METHOD MD:1	N/A	N/A
ontology document	6	N/A	N/A	N/A	N/A	METHOD MD:1
and architecture thesaurus	6	N/A	N/A	N/A	N/A	N/A
nonlinear fractional programming problem	6	N/A	N/A	N/A	N/A	N/A
ontology alignment evaluation initiative	6	N/A	N/A	N/A	PROBLEM PM:2	DATASET DT:1
over the wire	6	N/A	N/A	N/A	N/A	N/A
depth dependent examination	6	METHOD MD:2	N/A	N/A	METHOD MD:2	METHOD MD:1
continuous greedy	6	METHOD MD:3	N/A	N/A	N/A	METHOD MD:1
network interface cards	6	N/A	N/A	N/A	N/A	N/A
real time user feedback	6	N/A	N/A	N/A	N/A	N/A
factorized markov chain	6	N/A	N/A	N/A	METHOD MD:1	N/A
generalized vector space model	6	N/A	N/A	N/A	N/A	N/A
token freshness	6	METRIC MC:4	METRIC MC:1	N/A	METRIC MC:1	N/A
multimedia augmented transition network	6	N/A	N/A	N/A	METHOD MD:5	N/A
texture contrast	6	N/A	N/A	N/A	N/A	N/A
million song dataset	6	N/A	N/A	N/A	N/A	N/A
basic object	6	N/A	N/A	PROBLEM PM:1	PROBLEM PM:1	N/A
enterprise information management	6	N/A	N/A	N/A	N/A	N/A
squared deviance	6	N/A	N/A	N/A	METRIC MC:1	N/A
absolute percentage error	6	N/A	N/A	N/A	N/A	N/A
mixed initiative interaction	6	N/A	PROBLEM PM:1	N/A	N/A	N/A
costa rica	6	N/A	N/A	N/A	N/A	N/A
correctness ratio	6	N/A	N/A	METRIC MC:1	N/A	N/A
computed tomographic	6	N/A	N/A	N/A	METHOD MD:4	N/A
entity language model	6	N/A	N/A	METHOD MD:1	METHOD MD:1	N/A
location score	6	N/A	METRIC MC:1	N/A	METRIC MC:1	N/A
mixed membership stochastic blockmodel	6	N/A	N/A	N/A	N/A	N/A
quadrant correlation	6	N/A	N/A	METHOD MD:1	N/A	METHOD MD:1
central business district	6	N/A	N/A	N/A	N/A	N/A
computer aided software engineering	6	N/A	PROBLEM PM:1	N/A	N/A	N/A
web services distributed management	6	N/A	N/A	N/A	N/A	N/A
integrated flood management	6	METHOD MD:1	N/A	N/A	N/A	N/A
recurrent activity predictor	6	N/A	METHOD MD:1	N/A	N/A	N/A
hodrick prescott	6	N/A	N/A	N/A	METHOD MD:1	N/A
partial least square	6	N/A	N/A	N/A	METHOD MD:1	N/A
prize collecting steiner tree	6	PROBLEM PM:3	N/A	N/A	PROBLEM PM:1	PROBLEM MD:1 PM:2
sparse candidate	6	METHOD MD:2	METHOD MD:3	N/A	METHOD MD:1	N/A
multilinear logistic regression	6	N/A	N/A	N/A	DATASET DT:1	N/A
acl anthology network	6	N/A	N/A	N/A	N/A	N/A
coupled hidden markov model	6	N/A	N/A	N/A	N/A	N/A
xml virtual machine	6	N/A	METHOD MD:1	METHOD MD:3	N/A	N/A
eigen equation compression	6	N/A	METHOD MD:1	N/A	N/A	N/A
local iterative replacement	6	N/A	N/A	N/A	N/A	N/A
robust fitting	6	N/A	N/A	METHOD MD:1	METHOD MD:2	N/A
web object manager	6	PROBLEM PM:1	N/A	N/A	N/A	METHOD MD:1
european symposium on research in computer security	6	N/A	N/A	N/A	N/A	N/A
spreading activation theory	6	N/A	N/A	N/A	N/A	N/A
maximum entropy markov model	6	N/A	N/A	N/A	N/A	METHOD MD:1
select project	6	N/A	N/A	DATASET DT:1	N/A	N/A
group probability	6	METHOD MD:1	METHOD MD:2	N/A	N/A	METHOD MD:1 PM:1
bounded segmentation problem	6	N/A	PROBLEM PM:1	PROBLEM PM:1	PROBLEM PM:1	PROBLEM PM:1
frequent pattern list	6	N/A	N/A	N/A	DATASET DT:2	N/A
deep packet inspection	6	N/A	N/A	N/A	N/A	N/A
brain computer interface	6	N/A	N/A	PROBLEM PM:1	DATASET DT:3	N/A
expert judgement	6	N/A	N/A	N/A	N/A	PROBLEM PM:1
tag content correlation	6	N/A	N/A	N/A	N/A	N/A
confirmed inactive	6	N/A	N/A	N/A	N/A	N/A
asynchronous multi process event driven	6	METHOD MD:2	METHOD MD:1 PM:1	METHOD MD:1	METHOD MD:3 PM:1	PROBLEM PM:1
expectation based binomial	6	N/A	METRIC MC:2	N/A	N/A	METRIC MC:2
australian taxation office	6	N/A	N/A	N/A	N/A	N/A
sentiment analysis module	6	N/A	N/A	N/A	N/A	N/A
closest analogy	6	N/A	N/A	N/A	N/A	N/A
agent communication languages	6	N/A	N/A	N/A	N/A	N/A
vanilla probabilistic throttling	6	METHOD MD:1	N/A	METHOD MD:1	N/A	N/A
visual query systems	6	N/A	N/A	N/A	N/A	PROBLEM PM:1
deep boltzmann machines	6	N/A	N/A	N/A	N/A	N/A
exploratory learning environments	6	N/A	N/A	N/A	N/A	N/A
stochastic block models	6	N/A	N/A	METHOD MD:1	N/A	N/A
greedy coordinate descent	6	METHOD MD:1	METHOD MD:1	N/A	METHOD MD:1	N/A
structured object retrieval	6	METHOD MD:5	N/A	METHOD MD:4	N/A	METHOD MD:1
collaborative deep learning	6	N/A	METHOD MD:2	N/A	METHOD MD:1	N/A
class feature centroid	6	N/A	N/A	N/A	N/A	N/A
semi infinite linear program	6	N/A	PROBLEM PM:1	N/A	METHOD MD:1 PM:1	N/A
content time relation	6	METHOD MD:2	METHOD MD:1	N/A	METHOD MD:3	N/A
process specification language	6	N/A	N/A	N/A	N/A	N/A
supervised clustering problem	6	N/A	N/A	N/A	PROBLEM PM:2 DT:1	PROBLEM PM:2
power iteration embedding	6	N/A	METHOD MD:1	N/A	METHOD MD:1 DT:1	N/A
multiscale topic tomography model	6	N/A	N/A	N/A	N/A	N/A
biased minimax probability machine	6	N/A	METHOD MD:1	DATASET DT:1	N/A	N/A
gaussian mixture modeling	6	METHOD MD:1	N/A	N/A	N/A	N/A
discovery quotient	6	N/A	METHOD MD:1	METRIC MC:1	N/A	METHOD MD:1
stale synchronous parallel	6	METRIC MC:2	METHOD MD:1	N/A	N/A	METHOD MD:2
quasi geostrophic	6	N/A	N/A	N/A	N/A	N/A
flexible query answering systems	6	N/A	N/A	N/A	N/A	N/A
kronecker product graph model	6	METHOD MD:2	N/A	N/A	N/A	N/A
online influence maximization	6	PROBLEM PM:2	N/A	N/A	PROBLEM PM:1	N/A
short term model	6	N/A	N/A	N/A	METHOD MD:2	PROBLEM PM:1
abstraction augmented markov models	6	N/A	N/A	N/A	DATASET DT:1	N/A
digital talking books	6	N/A	N/A	N/A	METHOD MD:1	N/A
application providers	6	N/A	N/A	N/A	N/A	N/A
cascade style sheets	6	N/A	N/A	N/A	N/A	N/A
operational transformation	6	METHOD MD:1	METHOD MD:1	N/A	N/A	N/A
alternate minimization co clustering	6	N/A	METHOD MD:1	N/A	N/A	N/A
expectation maximisation	6	METHOD MD:2	METHOD MD:1	METRIC MC:1	METHOD MD:2	N/A
correlated graph search	6	N/A	PROBLEM PM:2	PROBLEM PM:1	N/A	DATASET DT:1
symmetric uncertainty	6	N/A	N/A	N/A	N/A	N/A
regional internet registries	6	N/A	N/A	N/A	DATASET DT:1	N/A
multiple additive regression trees	6	N/A	N/A	N/A	N/A	N/A
anomalous link discovery	6	N/A	PROBLEM PM:1	PROBLEM PM:1	N/A	N/A
cortical thickness average	6	N/A	N/A	N/A	N/A	N/A
gulf war	6	N/A	N/A	N/A	N/A	PROBLEM PM:1
multi entity	6	N/A	METRIC MC:1	N/A	N/A	N/A
variable memory markov	6	METHOD MD:3	N/A	N/A	METHOD MD:2	N/A
personal identifiable information	6	N/A	N/A	N/A	N/A	N/A
stream control transmission protocol	6	N/A	N/A	N/A	N/A	N/A
jumping emerging pattern	6	N/A	N/A	N/A	N/A	N/A
family wise error rate	6	N/A	N/A	N/A	N/A	N/A
internal data sources	6	N/A	N/A	DATASET DT:1	N/A	METHOD MD:2
web service modeling ontology	6	N/A	N/A	METHOD MD:1	N/A	N/A
minimum covariance determinant	6	N/A	N/A	METHOD MD:3	N/A	N/A
stream data mining repository	6	N/A	N/A	N/A	N/A	N/A
federal emergency management agency	6	N/A	N/A	N/A	N/A	METHOD MD:1
global iterative replacement	6	METHOD MD:1	N/A	N/A	N/A	N/A
assumed density filtering	6	N/A	N/A	N/A	N/A	METHOD MD:1
kernel support vector machines	6	N/A	N/A	N/A	N/A	N/A
portable executable	6	N/A	N/A	N/A	N/A	N/A
change participant	6	N/A	N/A	N/A	N/A	METHOD MD:1 PM:1
hierarchical aggregation	6	N/A	DATASET DT:1	N/A	N/A	N/A
informationtheoretic co clustering	6	METHOD MD:1	N/A	N/A	N/A	METHOD MD:1 MC:1
meta object facility	6	N/A	N/A	N/A	N/A	N/A
highly reliable subgraph	6	PROBLEM PM:3	PROBLEM PM:1	N/A	PROBLEM PM:2	PROBLEM PM:1
rogue access point	6	N/A	N/A	PROBLEM PM:1	N/A	N/A
annotation ontology	6	N/A	N/A	METHOD MD:1	N/A	N/A
virtual network computing	6	N/A	N/A	N/A	N/A	N/A
link based classifier	6	N/A	N/A	N/A	N/A	N/A
accelerated singular value thresholding	6	METHOD MD:1	N/A	N/A	METHOD MD:3	PROBLEM PM:1
