ENTITY	COUNT	WINDOWSIZE1	WINDOWSIZE2	WINDOWSIZE3	WINDOWSIZE4	WINDOWSIZE5
east asia	17	N/A	N/A	N/A	PROBLEM PM:1	DATASET DT:1
subject matter experts	17	N/A	N/A	N/A	N/A	METHOD MD:1
domain specific languages	17	N/A	N/A	METHOD MD:1	N/A	N/A
classifier combination	17	METHOD MD:1	METHOD MD:2	PROBLEM PM:1	N/A	METRIC MC:1
distributed file system	17	N/A	METHOD MD:2 DT:1	DATASET MD:1 DT:2	N/A	N/A
event condition action	17	PROBLEM PM:2	PROBLEM PM:1	METHOD MD:1	PROBLEM PM:2	METHOD MD:1 PM:1
quadratic discriminant analysis	17	N/A	N/A	METRIC MC:1	METHOD MD:3	N/A
average treatment effect	17	N/A	N/A	N/A	METHOD MD:1	N/A
semantic web pipes	17	METHOD MD:1	METHOD MD:1	PROBLEM PM:2	METHOD MD:1	DATASET DT:1
semantic role labeling	17	N/A	PROBLEM PM:1	N/A	METHOD MD:1	N/A
diabetes mellitus	17	N/A	PROBLEM PM:1 DT:1	N/A	N/A	N/A
crammer singer	17	N/A	METHOD MD:1	N/A	METHOD MD:1	N/A
classifier selection	17	N/A	METHOD MD:1	METHOD MD:1	N/A	N/A
frequent sequence mining	17	PROBLEM MD:1 PM:4	METHOD MD:1 PM:1	METHOD MD:1	N/A	N/A
log fair bets	17	METHOD MD:2	N/A	N/A	METHOD MD:1	METHOD MD:2
session retrieval	17	METRIC MC:1	N/A	N/A	N/A	DATASET DT:1
spectral centroid	17	N/A	N/A	METHOD MD:1	N/A	N/A
global coherence	17	N/A	N/A	N/A	PROBLEM PM:1	N/A
projected gradient descent	17	METHOD MD:5	N/A	METHOD MD:1	METHOD MD:2	METHOD MD:1
runtime engine	17	N/A	PROBLEM PM:1	PROBLEM PM:1	N/A	N/A
multiple weighted fields	17	N/A	N/A	N/A	N/A	N/A
average absolute error	17	N/A	METRIC MC:1	DATASET DT:1 MC:1	METHOD MD:1	DATASET DT:1
cautious surfer	17	METHOD MD:2	N/A	METHOD MD:1	N/A	DATASET DT:1
relational markov networks	17	METHOD MD:1	METHOD MD:2	DATASET DT:1	N/A	METHOD MD:1
hotel reservation	17	N/A	N/A	N/A	N/A	N/A
classifier chains	17	N/A	N/A	N/A	METHOD MD:1	METHOD MD:1
network cross validation	17	METHOD MD:5	METHOD MD:2	DATASET DT:1	METHOD MD:1	DATASET DT:1
robust principal component analysis	17	METHOD MD:1	N/A	METRIC MC:1	METHOD MD:1 PM:1	N/A
finite state automaton	17	N/A	N/A	N/A	N/A	METHOD MD:2
boolean tensor factorizations	17	N/A	N/A	DATASET DT:1	DATASET DT:1	METHOD MD:1 DT:1
accelerated gradient method	17	N/A	N/A	PROBLEM PM:2	N/A	N/A
maximum subsequence segmentation	17	METHOD MD:3	N/A	METHOD MD:2	METHOD MD:2	N/A
collection points	17	N/A	N/A	N/A	N/A	METHOD MD:1 PM:1
wrapper generation system	17	N/A	N/A	PROBLEM PM:1	METHOD MD:1	N/A
adverse drug reactions	17	N/A	N/A	DATASET MD:1 DT:2	N/A	N/A
relationship query	17	N/A	N/A	N/A	N/A	N/A
cumulative distribution functions	17	N/A	N/A	DATASET DT:1	DATASET DT:1 MC:1	N/A
capture recapture	17	METHOD MD:1	N/A	DATASET DT:1	N/A	METHOD MD:1
extended semantic web conference	17	N/A	N/A	PROBLEM PM:1	N/A	N/A
people you may know	17	N/A	N/A	METHOD MD:1	PROBLEM PM:1	METHOD MD:3
frequent structure mining	17	PROBLEM PM:1	N/A	PROBLEM PM:1	N/A	METHOD MD:2
tree learning	17	METHOD MD:6	N/A	METHOD MD:2	METHOD MD:1	DATASET DT:1
recurrent chinese restaurant process	17	N/A	METHOD MD:1	METHOD MD:1 PM:1	METHOD MD:1	N/A
technical reports	17	N/A	N/A	DATASET DT:1	N/A	DATASET DT:2
selective block minimization	17	METHOD MD:7	N/A	METHOD MD:1	METHOD MD:4	N/A
row pruning	17	N/A	N/A	N/A	N/A	N/A
world health organization	17	N/A	N/A	N/A	N/A	N/A
spatial classifier	17	N/A	N/A	N/A	METHOD MD:1	METHOD MD:2
binary decision diagrams	17	N/A	PROBLEM PM:1	DATASET DT:1	METHOD MD:1 PM:1	PROBLEM PM:1
contrast set mining	17	PROBLEM PM:1	PROBLEM PM:1	N/A	DATASET DT:2	DATASET DT:2
alias candidate selection	17	METHOD MD:7	METHOD MD:3	METHOD MD:1	METHOD MD:3	N/A
emerging entity	17	METHOD MD:1	N/A	DATASET DT:1	METHOD MD:2	N/A
personalized recommender systems	17	N/A	N/A	N/A	DATASET DT:1	N/A
markov logic network	17	N/A	N/A	METHOD MD:1	PROBLEM PM:1	N/A
page blocks	17	DATASET DT:2	N/A	DATASET DT:2	DATASET DT:1	METHOD MD:1
general impressions	17	N/A	N/A	N/A	N/A	N/A
guaranteed delivery	17	N/A	N/A	METHOD MD:1	N/A	PROBLEM PM:1
social propagation	17	METHOD MD:8	N/A	N/A	METHOD MD:4 PM:1	N/A
bootstrap probabilistic graph	17	N/A	N/A	METHOD MD:1	METHOD MD:7	N/A
public key infrastructure	16	N/A	N/A	N/A	N/A	PROBLEM PM:1
latent relational analysis	16	N/A	METHOD MD:1 PM:1	N/A	N/A	METHOD MD:1
distributed plurality voting	16	N/A	PROBLEM PM:2	METHOD MD:1 PM:1	N/A	N/A
web accessibility initiative	16	N/A	N/A	N/A	N/A	N/A
javascript frameworks	16	N/A	PROBLEM PM:1	N/A	PROBLEM PM:1	PROBLEM PM:1
path counting	16	METHOD MD:1	METHOD MD:1	N/A	METHOD MD:1	N/A
body mass index	16	N/A	N/A	METHOD MD:1 MC:1	METRIC MC:2	N/A
distributed hash tables	16	N/A	N/A	METHOD MD:2	N/A	N/A
query auto completion	16	N/A	N/A	N/A	N/A	N/A
gaussian random field	16	METHOD MD:4	N/A	METHOD MD:1 PM:1	METHOD MD:2	N/A
cyber physical system	16	N/A	DATASET DT:1	DATASET DT:2	N/A	N/A
wisconsin breast cancer	16	DATASET DT:7	DATASET DT:1	DATASET DT:1	N/A	DATASET DT:1
second order cone programming	16	PROBLEM PM:2	N/A	N/A	PROBLEM PM:3	METHOD MD:2 PM:1 DT:1 MC:1
indian buffet process	16	N/A	N/A	METHOD MD:1 PM:1	DATASET DT:1	N/A
page at a time	16	N/A	METHOD MD:1 PM:1	PROBLEM PM:1	METHOD MD:3 DT:1	METHOD MD:1
multi dirichlet process	16	METHOD MD:1	N/A	METHOD MD:3 PM:1	METHOD MD:2 PM:1	METHOD MD:4 PM:1
semantic web rule language	16	N/A	N/A	N/A	N/A	METHOD MD:1
and sentiment unification model	16	N/A	N/A	N/A	N/A	N/A
social feature	16	N/A	N/A	N/A	N/A	N/A
structured query language	16	N/A	N/A	N/A	N/A	DATASET DT:5
domain name system	16	DATASET DT:2	N/A	N/A	DATASET DT:1	PROBLEM PM:1
average path lengths	16	N/A	N/A	N/A	N/A	N/A
stick breaking process	16	METHOD MD:1 PM:1	N/A	N/A	N/A	METHOD MD:2 PM:1
privacy enhancing technologies	16	N/A	N/A	N/A	N/A	DATASET DT:1
bus bunching	16	N/A	N/A	METHOD MD:2	N/A	N/A
dirichlet process mixtures	16	N/A	N/A	N/A	N/A	N/A
overall evaluation criterion	16	N/A	N/A	METRIC MD:1 MC:3	METRIC MC:1	N/A
population affected	16	N/A	N/A	DATASET DT:1	METRIC MC:1	METRIC MC:1
monthly active users	16	N/A	N/A	N/A	N/A	N/A
information analysis	16	PROBLEM PM:1	DATASET DT:3	PROBLEM PM:3	N/A	DATASET DT:1
personalized click model	16	N/A	METHOD MD:1	N/A	METHOD MD:1	METHOD MD:1 PM:1
intelligence advanced research projects activity	16	N/A	N/A	N/A	N/A	N/A
relational dependency networks	16	N/A	N/A	N/A	N/A	N/A
topic pages	16	N/A	N/A	N/A	N/A	N/A
numeric queries	16	N/A	N/A	N/A	N/A	N/A
quadratic programs	16	N/A	N/A	METHOD MD:1	PROBLEM PM:1	METHOD MD:1 MC:1
topic perspective	16	METHOD MD:10	METHOD MD:2	METHOD MD:1 MC:1	METHOD MD:3	N/A
nonnegative matrix tri factorization	16	METHOD MD:1	N/A	DATASET DT:1	METHOD MD:4	METHOD MD:1
geometric brownian motion	16	N/A	METHOD MD:2 PM:2	METHOD MD:2 PM:1	METHOD MD:3 PM:2 MC:1	N/A
city language models	16	N/A	N/A	PROBLEM PM:1	METHOD MD:1 PM:1 DT:1	N/A
absorbing random walk	16	METHOD MD:2	N/A	METHOD MD:3	METHOD MD:2	METHOD MD:1
mean response time	16	N/A	N/A	METHOD MD:1	PROBLEM PM:1	N/A
semantic associativity	16	N/A	METRIC MC:1	N/A	N/A	N/A
finite state automata	16	N/A	METHOD MD:1	METHOD MD:1 PM:1	METHOD MD:2	METHOD MD:1
semantic web search engine	16	PROBLEM PM:1	N/A	PROBLEM PM:1	N/A	DATASET DT:5
conventional search engines	16	N/A	N/A	N/A	PROBLEM PM:1	N/A
false predictions	16	N/A	N/A	N/A	N/A	N/A
collaborative topic regression	16	METHOD MD:2	N/A	N/A	METHOD MD:2	N/A
mean prediction	16	METRIC MC:1	N/A	N/A	N/A	N/A
local area network	16	N/A	N/A	PROBLEM PM:1	PROBLEM PM:1	N/A
relative linkage disequilibrium	16	METRIC MC:1	N/A	N/A	METRIC MC:6	METRIC MC:1
centralized approach	16	N/A	METHOD MD:2	N/A	N/A	METHOD MD:1
google flu trends	16	N/A	DATASET DT:2	N/A	N/A	N/A
tikhonov regularization	16	PROBLEM PM:1	N/A	N/A	N/A	METRIC MC:2
block value decomposition	15	N/A	METHOD MD:1 DT:1	DATASET DT:1	N/A	METHOD MD:1
maximum entropy markov models	15	N/A	N/A	PROBLEM PM:1	METHOD MD:1	N/A
zero inflated	15	METHOD MD:1	METHOD MD:1	METRIC MC:1	METHOD MD:1	N/A
lexical recall	15	N/A	N/A	N/A	N/A	METRIC MC:1
maximum margin criterion	15	N/A	METHOD MD:1	N/A	N/A	METHOD MD:1
query performance predictors	15	N/A	METHOD MD:2	METHOD MD:1	METHOD MD:1	N/A
bayesian rose tree	15	METHOD MD:1 MC:1	METHOD MD:1	METHOD MD:1	METHOD MD:2	N/A
default mode network	15	N/A	N/A	N/A	N/A	PROBLEM PM:1
online convex optimization	15	PROBLEM PM:3	N/A	N/A	PROBLEM PM:2	N/A
pennsylvania infrastructure technology alliance	15	N/A	N/A	N/A	N/A	N/A
linkage disequilibrium	15	N/A	N/A	PROBLEM PM:1 MC:1	DATASET DT:1	METHOD MD:1
matrix pruning	15	N/A	METHOD MD:1	N/A	N/A	N/A
minimum bounding rectangle	15	N/A	N/A	N/A	N/A	N/A
inter process communication	15	N/A	PROBLEM MD:1 PM:3	METHOD MD:1	PROBLEM PM:2	N/A
human intelligence tasks	15	N/A	PROBLEM PM:1	N/A	N/A	N/A
bounded continuous search	15	METHOD MD:1 PM:1	METHOD MD:2	METHOD MD:1	N/A	METHOD MD:1 PM:1
needy greedy	15	METHOD MD:3	METHOD MD:4	METHOD MD:1	N/A	N/A
transductive experimental design	15	METHOD MD:2	METHOD MD:3	METHOD MD:1	N/A	DATASET DT:1
nonnegative tensor factorization	15	METHOD MD:1	N/A	N/A	N/A	METHOD MD:1
scale invariant feature transform	15	N/A	METHOD MD:1	METHOD MD:1 PM:1 DT:1	METHOD MD:1	N/A
zipf mandelbrot	15	N/A	METHOD MD:1	N/A	N/A	DATASET DT:1
all pairs shortest paths	15	PROBLEM PM:1	N/A	METHOD MD:1	METHOD MD:1	N/A
conditional random sampling	15	N/A	METHOD MD:2 PM:2	N/A	METHOD MD:1	N/A
context selection betweenness	15	METRIC MC:4	METHOD MD:1	METRIC MC:1	METRIC MC:1	METHOD MD:1
streaming tensor analysis	15	METHOD MD:1	METHOD MD:1	N/A	N/A	N/A
web based social networks	15	N/A	N/A	N/A	N/A	N/A
random recommendation	15	METHOD MD:4	N/A	N/A	METHOD MD:1	METHOD MD:1
web structure mining	15	METHOD MD:1	METHOD MD:1 DT:1	N/A	N/A	N/A
contrastive opinion summarization	15	PROBLEM PM:1	METHOD MD:2 PM:2	PROBLEM MD:1 PM:2	METHOD MD:4 PM:1	METHOD MD:1
robust feature selection	15	N/A	N/A	METHOD MD:2	METHOD MD:1	N/A
simple object access protocol	15	N/A	N/A	METHOD MD:1	N/A	N/A
enterprise social networks	15	N/A	N/A	N/A	N/A	N/A
top down specialization	15	METHOD MD:1	METHOD MD:1	METHOD MD:1	METHOD MD:3	N/A
unified distance metric learning	15	METHOD MD:5 PM:1	METHOD MD:2	METHOD MD:1	METHOD MD:4 PM:1	METHOD MD:1
entire duration	15	N/A	N/A	N/A	N/A	N/A
jumping emerging patterns	15	N/A	N/A	N/A	METHOD MD:1	N/A
error tolerant itemsets	15	DATASET DT:1	N/A	METHOD MD:1	N/A	N/A
one versus rest	15	METHOD MD:4	N/A	N/A	METHOD MD:2	DATASET DT:1
spatial pyramid matching	15	N/A	N/A	N/A	N/A	DATASET DT:1
delay tolerant network	15	METHOD MD:7	N/A	N/A	N/A	N/A
binary search tree	15	N/A	N/A	DATASET DT:1	DATASET DT:1	N/A
dirichlet multinomial mixture	15	METHOD MD:7	N/A	METHOD MD:6	METHOD MD:5	N/A
conditional probability tables	15	N/A	N/A	N/A	DATASET MD:1 DT:2	N/A
hierarchical mean shift	15	METHOD MD:2	METHOD MD:1	METHOD MD:2	METHOD MD:1	DATASET DT:1
automatic feature selection	15	METHOD MD:2	METHOD MD:1	N/A	METHOD MD:2	N/A
factorization machine	15	N/A	METHOD MD:1	N/A	METHOD MD:2	METHOD MD:1
query time series	15	DATASET DT:1	N/A	N/A	METHOD MD:1 MC:1	DATASET DT:1
insider threat	15	DATASET DT:1	PROBLEM PM:1	METHOD MD:1	METRIC DT:1 MC:2	N/A
discriminative feature selection	15	METHOD MD:1	N/A	N/A	N/A	METRIC MC:1
kullback liebler	15	N/A	METRIC MC:1	METRIC MC:2	N/A	N/A
social event organization	15	PROBLEM PM:1	N/A	N/A	PROBLEM PM:2	N/A
attribute grammars	15	N/A	METHOD MD:1	N/A	METHOD MD:2	METHOD MD:2
totally unimodular	15	N/A	N/A	N/A	N/A	N/A
bayesian poisson factorization	15	N/A	N/A	METHOD MD:1	METHOD MD:4 PM:1	N/A
jet propulsion laboratory	15	N/A	N/A	N/A	N/A	N/A
frequent cohesive set	15	PROBLEM PM:3	PROBLEM PM:1	N/A	PROBLEM PM:4	PROBLEM PM:1
minimum e↵ort	15	N/A	METRIC MC:1	N/A	PROBLEM PM:1 DT:1 MC:1	N/A
normalized compression distance	15	N/A	N/A	PROBLEM PM:1	METHOD MD:3 PM:1	METHOD MD:1 MC:1
smart city guide	15	N/A	N/A	METHOD MD:1 DT:1	PROBLEM PM:1	N/A
conceptual term frequency	15	METRIC MC:2	METRIC MC:2	METRIC MC:1	METRIC MC:1	N/A
variational message passing	15	METHOD MD:1	N/A	PROBLEM PM:1	METRIC MC:1	METHOD MD:2
covariance selection	15	PROBLEM PM:1	METHOD MD:1	METHOD MD:1	N/A	N/A
one against one	15	METHOD MD:4	METHOD MD:1	METHOD MD:1	DATASET DT:1	METHOD MD:1 DT:1
empty region graphs	15	N/A	N/A	N/A	DATASET DT:1	METHOD MD:2
benefit received	15	N/A	N/A	N/A	N/A	N/A
xml query pattern	15	N/A	METHOD MD:2 PM:2	METHOD MD:1	N/A	N/A
google safe browsing	15	N/A	N/A	N/A	N/A	N/A
single source shortest path	15	METHOD MD:3 PM:1	N/A	METHOD MD:1	METHOD MD:2 PM:1	METHOD MD:1
project manager	15	N/A	N/A	PROBLEM PM:1	N/A	PROBLEM PM:1
matrix mechanism	14	N/A	METHOD MD:1	METHOD MD:1	N/A	N/A
discrete wavelet transform	14	N/A	N/A	METHOD MD:1	N/A	PROBLEM PM:1
self feeding process	14	N/A	METHOD MD:2	METHOD MD:3 PM:1	METHOD MD:3	N/A
absolute relative error	14	N/A	N/A	N/A	N/A	METHOD MD:1
binary matrix factorization	14	METHOD MD:1	N/A	N/A	N/A	DATASET DT:3
research objects	14	N/A	N/A	DATASET DT:1	METHOD MD:1 PM:1	DATASET DT:1
simple probabilistic model	14	N/A	N/A	N/A	N/A	N/A
maximal clique enumeration	14	METHOD MD:1	METHOD MD:1	N/A	N/A	N/A
primary keys	14	N/A	N/A	DATASET DT:2	N/A	N/A
topical affinity propagation	14	N/A	N/A	N/A	METHOD MD:6	METHOD MD:3
hadoop distributed file system	14	N/A	N/A	N/A	PROBLEM PM:1	N/A
true negative rate	14	N/A	N/A	N/A	N/A	N/A
army high performance computing research center	14	N/A	N/A	N/A	N/A	N/A
dependent click model	14	N/A	N/A	N/A	N/A	METHOD MD:1
levenberg marquardt	14	METHOD MD:8	N/A	N/A	METHOD MD:2 MC:1	METRIC MC:1
splice junction	14	DATASET DT:2	N/A	N/A	METHOD MD:1 DT:1	N/A
topic sentiment analysis	14	N/A	PROBLEM PM:3	N/A	METHOD MD:2 PM:1	N/A
integer quadratic programming	14	PROBLEM PM:8	N/A	PROBLEM PM:2	PROBLEM MD:1 PM:2	N/A
cut and stitch	14	METHOD MD:5	N/A	METHOD MD:4	METHOD MD:1	N/A
european research council	14	N/A	N/A	N/A	N/A	N/A
influence curve	14	METHOD MD:1	N/A	METRIC MC:1	N/A	N/A
representative opinion	14	N/A	N/A	N/A	N/A	N/A
abstract syntax trees	14	N/A	N/A	N/A	N/A	PROBLEM PM:1
individual dependency	14	N/A	N/A	N/A	METRIC MC:1	N/A
multi thread	14	METHOD MD:4	METHOD MD:2 PM:2	METHOD MD:1 PM:1	METHOD MD:2	METHOD MD:2 PM:2
content security policy	14	N/A	N/A	N/A	N/A	N/A
general purpose search engine	14	N/A	N/A	N/A	N/A	N/A
sparsity levels	14	N/A	N/A	METHOD MD:1 PM:1 DT:1	DATASET DT:1	N/A
australasian database conference	14	N/A	DATASET DT:1	N/A	N/A	N/A
temporal information retrieval	14	N/A	N/A	N/A	METHOD MD:1 PM:1	N/A
galton watson	14	METHOD MD:7 PM:7	METHOD MD:1 PM:1	METHOD MD:1 PM:1	METHOD MD:2 PM:1	METHOD MD:2 PM:2
normalized discount cumulative gain	14	N/A	N/A	METRIC MC:1	PROBLEM PM:1 MC:1	METRIC MD:1 MC:2
relation summary network	14	METHOD MD:1	METHOD MD:2	METHOD MD:3	N/A	N/A
spectral flux	14	N/A	N/A	N/A	N/A	N/A
patient visit	14	N/A	N/A	N/A	N/A	DATASET DT:1
key phrase extraction	14	N/A	N/A	N/A	DATASET DT:1	METHOD MD:1 PM:1
approximate frequent itemsets	14	N/A	N/A	DATASET DT:3	N/A	N/A
role playing	14	N/A	PROBLEM PM:1	METHOD MD:1	N/A	N/A
basic graph pattern	14	N/A	PROBLEM PM:1	N/A	PROBLEM PM:1	N/A
cross domain triadic factorization	14	N/A	N/A	N/A	METHOD MD:4	N/A
programming by demonstration	14	N/A	METHOD MD:1 PM:1	N/A	N/A	N/A
applied natural language processing	14	N/A	N/A	N/A	N/A	N/A
personal digital assistants	14	N/A	N/A	N/A	PROBLEM PM:1	METHOD MD:1
missing at random	14	N/A	DATASET DT:2	DATASET DT:1	N/A	N/A
spearman footrule	14	METRIC MC:1	N/A	METRIC MC:1	N/A	N/A
cross domain collaborative filtering	14	METHOD MD:3	PROBLEM PM:1	N/A	N/A	N/A
search result records	14	N/A	N/A	METHOD MD:1 DT:1	N/A	N/A
transportation research board	14	N/A	DATASET DT:1	PROBLEM PM:1 DT:1	DATASET DT:1	N/A
smallest valid extension	14	N/A	N/A	N/A	N/A	N/A
sea level pressure	14	DATASET DT:3	N/A	N/A	METHOD MD:1 DT:1	N/A
breakdown point	14	N/A	N/A	N/A	N/A	N/A
program dependence graph	14	N/A	N/A	PROBLEM MD:1 PM:2	METHOD MD:1	PROBLEM PM:1
dirichlet hawkes process	14	N/A	N/A	N/A	METHOD MD:1 PM:1 DT:1 MC:1	METHOD MD:1 PM:1
contrastive divergence	14	METHOD MD:1	N/A	N/A	METHOD MD:1	N/A
geographic information retrieval	14	N/A	METHOD MD:2 PM:1	N/A	PROBLEM PM:1	N/A
spatio temporal outliers	14	N/A	N/A	METHOD MD:3 PM:1	N/A	N/A
robust multi task learning	14	N/A	N/A	N/A	METHOD MD:4	N/A
search results clustering	14	METHOD MD:3	PROBLEM PM:1	N/A	N/A	METRIC MD:1 MC:2
combinatorial pattern matching	14	N/A	N/A	N/A	N/A	DATASET DT:1
connected x clusters	14	PROBLEM MD:1 PM:7	METHOD MD:1 PM:1	METHOD MD:2 DT:2	PROBLEM PM:3	METHOD MD:1 PM:1
hierarchical text segmentation	14	METHOD MD:1	METHOD MD:1	METHOD MD:2	METHOD MD:1	N/A
uniform resource identifiers	14	N/A	N/A	METHOD MD:1	DATASET DT:1	N/A
median clustering	14	METHOD MD:3 PM:1	PROBLEM PM:1	N/A	DATASET DT:1	METHOD MD:1 MC:1
kernel mean matching	14	METHOD MD:2	DATASET DT:1	METHOD MD:2 MC:1	METHOD MD:2	N/A
document type definition	14	N/A	N/A	N/A	N/A	N/A
conditional probability distributions	14	N/A	N/A	DATASET DT:1	METHOD MD:3 PM:1	METHOD MD:1
weston watkins	14	N/A	N/A	N/A	METHOD MD:1	METHOD MD:1
personalized pagerank vector	14	N/A	N/A	N/A	N/A	METHOD MD:2 PM:1
baseline error	14	N/A	N/A	DATASET DT:1	DATASET DT:2 MC:1	N/A
fast iterative shrinkage thresholding algorithm	14	N/A	N/A	N/A	METHOD MD:1	N/A
orthogonal matching pursuit	14	N/A	N/A	METHOD MD:1	N/A	METHOD MD:1
relational markov models	14	N/A	N/A	PROBLEM PM:3	N/A	N/A
protein data bank	14	N/A	N/A	DATASET DT:1	N/A	N/A
transactions on graphics	14	N/A	N/A	METHOD MD:1 PM:1	N/A	N/A
emergency situation awareness	14	N/A	N/A	N/A	N/A	PROBLEM PM:1
accelerated gradient descent	14	METHOD MD:7	METHOD MD:1 PM:1	METHOD MD:1	METHOD MD:1	N/A
computed tomography	14	N/A	N/A	N/A	N/A	N/A
natural language expressions	14	N/A	N/A	METHOD MD:2	DATASET DT:1	N/A
transport layer security	13	METHOD MD:1	N/A	N/A	N/A	N/A
wireless application protocol	13	N/A	N/A	N/A	N/A	N/A
event based social network	13	N/A	N/A	N/A	N/A	N/A
mobile node	13	N/A	METHOD MD:1	METHOD MD:1	N/A	N/A
angle based outlier detection	13	N/A	N/A	METHOD MD:2	DATASET MD:1 DT:5	N/A
hierarchical bayesian network	13	METHOD MD:1	METHOD MD:1	N/A	N/A	DATASET DT:1
validity measure	13	N/A	N/A	N/A	N/A	N/A
sign random projections	13	N/A	METHOD MD:1	N/A	DATASET DT:1	N/A
multi agent data mining	13	METHOD MD:1	METHOD MD:1	N/A	DATASET DT:1	N/A
network address translation	13	N/A	N/A	N/A	METHOD MD:1	N/A
acute myocardial infarction	13	N/A	N/A	N/A	N/A	N/A
normalized maximum likelihood	13	N/A	N/A	METHOD MD:1 DT:1	DATASET DT:1	N/A
websphere application server	13	N/A	N/A	N/A	PROBLEM PM:3	N/A
temporal pattern discovery	13	PROBLEM PM:3	METHOD MD:1	PROBLEM PM:2	METHOD MD:1	N/A
embedded unbiased sample	13	N/A	N/A	N/A	DATASET DT:1	DATASET MD:1 DT:2
fast fourier transform	13	METHOD MD:1	N/A	N/A	METHOD MD:1 DT:1	N/A
basic graph patterns	13	N/A	N/A	N/A	N/A	METHOD MD:1
mapping convergence	13	METHOD MD:3	METHOD MD:2	DATASET DT:1	METHOD MD:2 DT:1	N/A
clustered multi task learning	13	N/A	N/A	N/A	METHOD MD:1	N/A
social network service	13	N/A	N/A	N/A	DATASET DT:1	N/A
sequential cut	13	N/A	METHOD MD:1	PROBLEM PM:1	PROBLEM PM:2	PROBLEM MD:1 PM:2
structural correspondence learning	13	N/A	METHOD MD:1	N/A	METHOD MD:3	METHOD MD:1
message understanding conference	13	METHOD MD:1	N/A	N/A	N/A	N/A
class conditional decorrelation	13	METHOD MD:1	METHOD MD:3	METHOD MD:1	METHOD MD:1	N/A
internet measurement workshop	13	N/A	N/A	N/A	N/A	N/A
latent concept expansion	13	N/A	N/A	METHOD MD:1	METHOD MD:2	N/A
streaming ensemble algorithm	13	N/A	N/A	N/A	N/A	N/A
molecular function	13	N/A	METHOD MD:1 PM:1	N/A	N/A	N/A
barab´asi albert	13	METHOD MD:5	N/A	N/A	METHOD MD:1 DT:1	METHOD MD:1
conversing learning	13	METHOD MD:2	METHOD MD:2	PROBLEM PM:1	N/A	N/A
nonnegative matrix factorizations	13	N/A	N/A	N/A	N/A	N/A
post click behavior	13	N/A	N/A	N/A	METHOD MD:2	METHOD MD:1 PM:1
dynamic greedy	13	METHOD MD:5	METHOD MD:1	METHOD MD:1	METHOD MD:1	PROBLEM PM:1
table of content	13	N/A	N/A	N/A	N/A	N/A
transcription factor	13	N/A	N/A	N/A	N/A	N/A
kernel boundary alignment	13	METHOD MD:5	N/A	DATASET DT:3	METHOD MD:2	N/A
base stations	13	N/A	N/A	N/A	N/A	DATASET DT:1
bidded keywords	13	N/A	N/A	DATASET DT:1	N/A	PROBLEM PM:1 MC:1
local regression	13	N/A	N/A	METHOD MD:1	N/A	N/A
greatest lower bound	13	N/A	N/A	N/A	N/A	N/A
normal accounts	13	N/A	N/A	N/A	METRIC MC:1	N/A
pure relevance model	13	N/A	N/A	METHOD MD:1	N/A	PROBLEM PM:1
markov modulated poisson process	13	N/A	N/A	N/A	PROBLEM PM:1	N/A
latent credibility analysis	13	METHOD MD:1	N/A	N/A	METHOD MD:1	METHOD MD:2
tiger woods	13	N/A	N/A	N/A	N/A	N/A
temporal proximity	13	N/A	N/A	PROBLEM PM:1	N/A	N/A
latin hypercube sampling	13	METHOD MD:2	N/A	METHOD MD:1	METHOD MD:1	N/A
alternating structure optimization	13	N/A	N/A	PROBLEM MD:1 PM:5	METHOD MD:1 PM:1	PROBLEM PM:3
frequently asked questions	13	N/A	N/A	N/A	DATASET DT:1	N/A
biterm topic model	13	N/A	N/A	N/A	N/A	DATASET DT:1
cross language text classification	13	N/A	METHOD MD:1	METHOD MD:1 PM:1 DT:1	METHOD MD:1	N/A
google web toolkit	13	N/A	N/A	METHOD MD:1	N/A	METHOD MD:1
mean squared errors	13	N/A	N/A	DATASET DT:3	N/A	N/A
sparse topical coding	13	METHOD MD:1	N/A	METHOD MD:1 PM:1	METHOD MD:1	N/A
spatial aggregation	13	N/A	N/A	METHOD MD:1	METHOD MD:1	METHOD MD:1
world wide telecom web	13	N/A	N/A	N/A	N/A	N/A
wireless sensor network	13	N/A	METHOD MD:1	METHOD MD:2	METHOD MD:1 PM:1 DT:1	N/A
random walking	13	METHOD MD:3	METHOD MD:3 PM:3	METRIC MC:1	METHOD MD:1	METHOD MD:1 MC:1
location driven model	13	N/A	N/A	N/A	METHOD MD:2 DT:1	N/A
longest common substring	13	PROBLEM PM:1	N/A	METHOD MD:1	METHOD MD:1	N/A
inverse wishart	13	N/A	N/A	N/A	N/A	N/A
layered label propagation	13	METHOD MD:1	N/A	METHOD MD:2	N/A	DATASET DT:1
pitman yor	13	N/A	METHOD MD:2	METHOD MD:3	METHOD MD:1 PM:1	N/A
self taught learning	13	N/A	N/A	N/A	N/A	PROBLEM PM:1
aspect oriented programming	13	N/A	N/A	PROBLEM PM:1	N/A	N/A
human intelligence task	13	N/A	N/A	N/A	METHOD MD:1 PM:1	PROBLEM PM:1 DT:1
generalized suffix tree	13	N/A	METHOD MD:1 DT:1	DATASET DT:3	METHOD MD:1	DATASET DT:1
lexical overlap	13	N/A	METRIC MC:1	N/A	N/A	N/A
approximate shortest path	13	METRIC MC:1	N/A	METRIC MC:2	METHOD MD:2 MC:2	METHOD MD:1 MC:1
